Name,FIPS,#RenterOccupiedHousingUnits,#MovedSameCounty,#MovedSameState,#MovedNewState,MedianRent,MedianHomeValue,#VacantForRent
"East Williston, NY",3623217,3,7,0,0,,841500,0
"Manhasset Hills, NY",3644908,0,12,0,0,1267.979695,840800,0
"Harrison, NY",3632402,2927,303,74,292,2242.169969,840700,115
"Woodbury, Nassau County, NY",3682744,395,280,56,110,2638.26607,840000,50
"Oconomowoc Lake, WI",5559300,29,0,5,0,1677.443209,839700,0
"San Bruno, CA",665028,6295,682,932,167,2191.215734,839000,123
"Bellaire, TX",4807300,930,397,106,53,1794.281009,838800,0
"Forest Hills, TN",4727020,138,167,0,86,3201.457568,837400,2
"Edgartown, MA",2521115,44,,,,1616.914286,837100,0
"Hasley Canyon, CA",632385,0,23,35,0,755,836400,0
"Garden City, NY",3628178,388,420,72,55,3135.420052,836100,0
"Ladue, MO",2939656,51,355,6,152,1582.8,835300,0
"Little River, CA",641866,114,,,,,835000,0
"Princeton, NJ",3460900,4196,793,156,475,1547.189965,833000,22
"Woodland, MN",2771500,1,0,0,0,2419.719686,831300,0
"Longport, NJ",3441370,48,5,0,0,1797,831000,11
"Yorba Linda, CA",686832,4229,3042,314,546,1978.48861,829700,251
"Aptos Hills-Larkin Valley, CA",602382,156,0,29,0,1872.2,829600,24
"Essex Fells, NJ",3421840,38,66,34,8,2741,826800,0
"Incline Village, NV",3235100,805,248,84,253,1420.239447,826700,60
"Channel Islands Beach, CA",612669,539,117,0,19,2184.679097,825900,0
"Pacific Grove, CA",654848,3629,334,20,245,1687.044188,825100,507
"North Sea, NY",3653561,352,76,18,0,1856.878167,825000,0
"Sun Valley, ID",1678850,0,0,0,46,1480.565849,825000,82
"North Beach Haven, NJ",3452410,162,95,18,19,1444.6,824900,48
"Dublin, CA",620018,6957,1006,1071,796,2572.825618,824800,119
"San Geronimo, CA",667070,10,,,,2279.2,824600,0
"Williams Creek, IN",1884374,12,2,0,0,3501,822100,0
"Fairfax, CA",623168,1041,92,117,18,1934.272193,820000,14
"Ladera Ranch, CA",639114,2549,1714,40,429,2306.051857,818300,53
"Pacifica, CA",654806,4257,467,467,637,2258.3573,818100,85
"Santa Ynez, CA",670182,434,17,23,0,1306.917061,817600,74
"Baxter Estates, NY",3604803,172,5,0,0,1516.807237,816700,3
"Great Neck, NY",3630169,653,300,18,31,1990.741197,815100,76
"Isle of Palms, SC",4536115,313,79,0,19,2043.74141,814400,1251
"Roslyn Heights, NY",3663814,506,30,10,4,1847.418891,813300,69
"Belmont, MA",2505105,3561,622,155,331,1894.463514,813200,237
"Albany, CA",600674,3915,264,435,203,1794.598461,812800,20
"Garrett Park, MD",2431525,32,26,0,25,1699.871228,812000,0
"Pescadero, CA",656756,40,,,,2635.007668,809500,23
"Duck Key, FL",1218425,58,0,0,10,1863.943124,809200,342
"Thomaston, NY",3673605,185,142,130,9,2210,808900,20
"Lake Aluma, OK",4040800,6,,,,,808300,0
"Pleasure Point, CA",657825,801,72,17,0,1476.053038,808000,0
"Tenafly, NJ",3472420,905,366,21,59,1679.4,807000,142
"Lakeridge, NV",3239100,32,,,,,806800,0
"South Duxbury, MA",2563690,33,64,30,0,1776.878642,805700,0
"Needham, MA",2544140,1811,569,248,220,1474.098054,805000,28
"Orient, NY",3655321,59,9,0,0,1677.203793,803800,0
"Santa Cruz, CA",669112,11833,2097,1427,523,1764.156626,803800,70
"Culver City, CA",617568,7790,1421,169,177,1807.08213,801200,470
"Glenville, CT",931520,466,53,0,11,3154.747001,800900,0
"Waikane, HI",1575800,17,26,0,0,1521.315888,800000,0
"Morgan Hill, CA",649278,4332,1051,728,241,1755.999832,799100,136
"Chatham, MA",2512960,230,17,0,10,557.2205669,797400,14
"Alameda, CA",600562,16106,1554,1116,620,1726.902546,797300,505
"Irvine, CA",636770,54114,9750,2527,1783,2262.87566,797100,1837
"Port Washington, NY",3659520,1615,71,27,120,1807.826342,796800,173
"Coral Gables, FL",1214250,6584,1275,696,490,1592.68634,795600,1279
"Laguna Niguel, CA",639248,7957,2805,412,591,2162.040211,795300,326
"San Jose, CA",668000,140153,25263,13037,5690,1981.540466,793100,4800
"Zephyr Cove, NV",3286200,36,0,0,64,1100.655438,790900,0
"South Barrington, IL",1770564,0,110,0,32,,790400,0
"Woodcliff Lake, NJ",3482300,182,77,11,76,1625.985969,790400,0
"Mahinahina, HI",1547050,6,24,6,0,2151.835748,790000,0
"Scotts Valley, CA",670588,1419,457,138,252,2067.478913,789900,0
"Hoback, WY",5637945,275,,,,816.7783346,789600,0
"Oak Brook, IL",1754534,137,226,38,37,2189.876317,786500,84
"Sea Ranch, CA",670712,141,54,19,37,1394.325212,785900,0
"Silver Summit, UT",4969280,153,51,192,40,2160.556448,785300,0
"South San Francisco, CA",673262,7835,1090,855,215,1885.179121,784800,386
"Goleta, CA",630378,5360,604,300,209,1927.972482,783600,76
"Port Washington North, NY",3659531,549,57,0,0,1874.959455,782600,0
"Milpitas, CA",647766,8471,1586,1047,563,2259.906419,782300,279
"Tuckahoe, Suffolk County, NY",3675572,61,27,0,26,1180.320517,782100,0
"Crosspointe, VA",5120436,133,78,13,174,,781900,0
"Gilgo, NY",3628990,0,,,,,781300,0
"Point Lookout, NY",3658849,91,126,18,8,2434.202508,781300,0
"Aiea, HI",1500550,720,527,0,153,2304.156495,780400,0
"Cold Spring Harbor, NY",3616958,349,49,0,87,3220.030381,780000,56
"Fulton, CA",628014,65,,,,801.4203141,779800,0
"Genoa, NV",3227100,44,0,0,72,666.496406,779600,0
"Las Flores, Orange County, CA",640526,516,266,0,0,2093.14806,779600,45
"Oak Glen, CA",652715,19,,,,,779500,0
"Wrightsville Beach, NC",3775820,424,115,0,147,1483.390558,778700,33
"Lost Creek, TX",4844162,0,43,10,0,,776900,0
"Bloomfield, CA",607036,64,,,,845.573365,776000,0
"Shinnecock Hills, NY",3667048,231,117,0,0,2164.561733,775900,0
"Haiku-Pauwela, HI",1509260,1109,223,0,76,1782.111436,775700,31
"South Run, VA",5174120,212,42,112,21,,775500,0
"Vail, CO",880040,535,243,166,227,1547.49704,775100,422
"Fruitdale, CA",627080,106,10,54,0,1340.8,774300,34
"Aptos, CA",602378,184,207,176,24,1884.590037,773100,0
"Agoura Hills, CA",600394,1703,297,115,43,2365.912605,772900,55
"Jericho, NY",3638539,619,454,261,126,2018.102922,772900,0
"Twin Lakes, CA",681050,1505,144,58,0,1478.796703,772700,57
"Barrington Hills, IL",1703883,90,102,59,48,2525.976933,772200,19
"La Crescenta-Montrose, CA",639045,1869,461,230,145,1734.043872,770900,93
"Carlsbad, CA",611194,14843,4302,651,1702,1994.862501,770100,349
"Hill Country Village, TX",4833968,5,0,0,0,2479.570342,768900,3
"Darnestown, MD",2421825,115,145,0,94,1691.148088,767000,0
"Monterey, CA",648872,6632,780,313,908,1723.551534,764400,529
"Bald Head Island, NC",3703150,12,0,0,6,,764300,0
"Penngrove, CA",656476,206,0,21,55,1266,762900,0
"Woodlands, CA",686380,157,0,20,0,,761800,0
"Captiva, FL",1210425,20,,,,,760400,137
"Atlantic Beach, NY",3602968,96,0,45,0,2898.348935,759100,0
"Walnut Creek, CA",683346,11468,2387,916,558,1971.346489,758500,365
"Tres Pinos, CA",680364,60,9,0,16,1635.856408,758200,0
"Broadmoor, CA",608338,591,8,41,28,2035.704643,757800,0
"Falls Church, VA",5127200,2077,251,361,346,1850.077929,757300,298
"Smiths Ferry, ID",1675160,3,,,,,756600,0
"Keystone, CO",840550,22,,,,1114.393816,756500,0
"Los Alamitos, CA",643224,2606,245,144,175,1789.146757,755000,26
"New Suffolk, NY",3650727,21,,,,2019.847653,753300,0
"Westhampton, NY",3680170,172,51,26,37,2157.366277,753000,14
"Upper Montclair, NJ",3475020,824,190,56,46,1803.619719,751500,4
"University Gardens, NY",3676287,482,166,39,62,1650.540384,750500,0
"Beach Haven, NJ",3403940,38,58,0,11,1314.483608,750000,19
"Chautauqua, NY",3614058,0,,,,,750000,0
"Ocean Beach, NY",3654430,0,,,,,750000,0
"Vernonburg, GA",1379164,0,0,0,0,,750000,0
"Old Tappan, NJ",3454870,302,115,11,57,2545.135095,749400,0
"Sammamish, WA",5361115,3727,1563,546,386,2268.240591,749000,121
"Lagunitas-Forest Knolls, CA",639283,158,78,73,19,2106.845421,748300,13
"Eldridge, CA",621894,314,,,,1491.095203,747100,5
"El Cerrito, Contra Costa County, CA",621796,4040,382,487,270,1805.868454,744600,27
"Bernardsville, NJ",3405590,336,159,86,130,1860.476605,743600,0
"Davenport, CA",618086,40,28,39,0,983.0743689,742200,0
"Glenview, KY",2131348,0,2,0,0,1428.8,742000,6
"Nichols Hills, OK",4051800,227,86,14,0,997.37505,740400,0
"Seacliff, CA",670644,558,125,63,36,1854.37639,740400,63
"Ho-Ho-Kus, NJ",3432310,55,57,50,40,2478.798088,740300,38
"Santa Venetia, CA",670154,267,29,0,2,1447.64769,740100,0
"Cottage Lake, WA",5314940,646,249,562,363,1891.081516,739600,0
"Chatham, NJ",3412100,524,242,89,65,1775.908393,739100,114
"Walnut, CA",683332,1561,701,861,119,2248.998631,739100,0
"Union Hill-Novelty Hill, WA",5373307,1221,686,0,193,1988.89403,738800,65
"Ridgewood, NJ",3463000,1993,615,73,70,2007.930897,738700,1
"Grandfather, NC",3727320,0,,,,,737500,0
"Pasadena, CA",656000,31438,3848,926,1145,1587.631201,737100,1094
"Bellevue, WA",5305210,25709,7591,1246,1324,1879.071206,737000,1334
"Groton Long Point, CT",934460,48,7,0,0,2131.808811,736700,7
"South Kensington, MD",2473600,282,149,189,91,2202.699787,736300,16
"Crystal Downs Country Club, MI",2619135,0,,,,,736100,0
"Oak Park, CA",653116,1662,566,246,74,2321.325179,734800,90
"Monmouth Beach, NJ",3447130,152,29,0,0,2522.697568,734400,0
"Rye Brook, NY",3664325,866,372,13,40,1757.657517,734200,89
"East San Gabriel, CA",621096,2070,231,159,11,1446.827211,732800,0
"Grand Beach, MI",2633260,13,0,0,26,684.8774479,732800,0
"Katonah, NY",3638946,55,44,74,0,2326.805605,732200,34
"Novato, CA",652582,6981,732,987,313,1991.487229,732200,71
"Far Hills, NJ",3422890,73,4,0,0,2944.435124,732100,0
"Mantua, VA",5149144,926,355,21,76,1969.780064,731300,134
"Cape May Point, NJ",3410330,0,0,0,0,1639.377584,729700,139
"West Hollywood, CA",684410,19356,1192,258,362,1574.278003,729400,651
"Huntington Beach, CA",636000,33463,4775,1509,1963,1837.308288,728200,572
"Kaneohe, HI",1528250,2967,838,54,797,1969.201489,728200,177
"Sonoma, CA",672646,1713,411,117,18,1748.974006,728200,201
"Granite Bay, CA",630693,1071,458,353,82,1842.287354,727800,0
"Westfield, NJ",3479040,1596,1012,283,527,1604.4,727600,89
"Altona, CO",801740,0,87,0,0,,727500,0
"Dune Acres, IN",1818982,7,2,0,0,3064.709471,726900,0
"Town and Country, MO",2973618,687,326,99,50,1031,726600,5
"Glendale, CA",630000,51444,4656,620,827,1522.424004,724800,1105
"Torrance, CA",680000,24424,3950,683,799,1664.85962,724700,496
"Knightsen, CA",638772,76,42,11,11,1412.2,723500,14
"North Caldwell, NJ",3452620,0,11,59,11,,722400,0
"East Hampton North, NY",3622200,250,158,0,0,1054.426164,722100,18
"Carefree, AZ",410180,460,264,0,2,1256.609083,721500,0
"Shelter Island, NY",3666828,131,29,0,26,1043.058875,721300,0
"Lavallette, NJ",3439390,144,99,0,6,1015.048966,721200,0
"South Bethany, DE",1067700,0,0,0,0,824.4923728,721100,47
"East Pasadena, CA",620984,632,23,28,85,1785.413124,721000,58
"Woods Hole, MA",2581245,122,36,0,0,1222.902006,721000,43
"Snyderville, UT",4970190,983,393,23,18,1406.2,720900,135
"Longboat Key, FL",1241150,230,209,171,137,1346.405799,720700,901
"Sanibel, FL",1263700,635,352,0,204,1563.849522,720500,96
"Kenwood, CA",638156,54,,,,1084.104992,720200,0
"Sewall's Point, FL",1265225,38,41,19,6,2301.915587,719900,0
"Watchung, NJ",3477600,475,220,72,156,1316.160638,719400,85
"Cambridge, MA",2511000,29681,2744,1201,1914,2052.680223,719300,1291
"View Park-Windsor Hills, CA",682667,1045,157,0,37,1387.237237,718900,34
"Eatons Neck, NY",3623316,14,0,0,0,,718600,0
"Dunn Loring, VA",5123984,303,291,12,219,2786.773366,718300,8
"Noyack, NY",3654056,211,95,0,12,2124.097038,717400,0
"Westhampton Beach, NY",3680181,181,55,0,0,1892.925333,716200,8
"Blacklake, CA",606935,12,,,,2222.686269,716000,80
"Olmos Park, TX",4853988,151,45,0,0,826.901807,714800,8
"Los Berros, CA",644042,50,,,,754.1745827,714700,0
"Briarcliff Manor, NY",3608103,436,332,17,81,1675.345665,714600,30
"Marion Center, MA",2538575,44,8,28,30,1016.469697,714000,0
"Highland, MD",2438475,0,0,0,10,,713700,0
"Edwards, CO",823300,605,296,87,108,1477.089213,713400,209
"Madison, NJ",3442510,1633,311,120,300,1675.874302,712500,0
"Spring Valley Village, TX",4869830,29,188,0,0,,711900,0
"Daly City, CA",617918,13350,1321,1997,308,2079.322559,711800,234
"Rafter J Ranch, WY",5663100,165,0,0,48,1877.931927,711300,0
"Vienna, VA",5181072,801,489,90,176,2010.87228,711100,9
"Dix Hills, NY",3620687,354,316,180,196,1905.772892,711000,77
"Clayton, CA",613882,236,340,110,167,2674.293434,710800,0
"Allendale, NJ",3400700,400,186,83,5,2052.770275,710600,40
"Laie, HI",1543250,556,97,0,135,1677.963352,709100,0
"Fair Haven, NJ",3422440,227,709,69,12,2616.153345,708100,0
"Costa Mesa, CA",616532,25146,3434,1189,754,1799.915652,707600,418
"Westwood, MO",2979054,4,0,0,0,,707400,0
"Avalon, CA",603274,1106,41,13,12,1455.661159,707300,120
"Kensington, MD",2443500,401,179,8,85,1530.544547,707300,0
"Indian Wells, CA",636434,318,140,60,44,868.2163224,706800,44
"Cayucos, CA",612132,602,50,25,24,1225.51767,706600,0
"Green Valley, Solano County, CA",631099,37,14,29,0,,705600,0
"Halawa, HI",1510000,1637,261,14,49,1760.511146,705600,0
"Haleiwa, HI",1510750,478,52,5,60,1441,705400,0
"Lake Cavanaugh, WA",5337105,0,,,,,705000,0
"East Palo Alto, CA",620956,4942,281,305,207,1704.930497,704500,299
"Medicine Lake, MN",2741462,71,0,0,34,957.687592,704200,1
"Glen Ellen, CA",630028,42,,,,2468.638222,704000,0
"Loch Lloyd, MO",2943468,0,5,0,0,,703900,0
"San Antonio Heights, CA",664462,184,17,13,16,1340.83356,703400,0
"Bodega Bay, CA",607260,224,,,,1161.892324,703300,56
"Springs, NY",3670387,362,13,17,44,2103.60798,702200,0
"Surf City, NJ",3471640,102,0,0,32,1194.358221,702100,11
"Frontenac, MO",2926110,115,28,8,55,1783.320632,700700,0
"Kilauea, HI",1536650,113,106,0,25,1690.8,700300,8
"Seaside Park, NJ",3466480,225,31,0,28,1307.376805,699600,16
"Riverwoods, IL",1764538,114,90,64,56,3073.605436,699100,31
"Omao, HI",1557800,198,2,0,0,1661.2,698700,20
"East Valley, NV",3221520,154,8,0,8,811.5688179,698500,1
"Lake Roesiger, WA",5337672,64,,,,1484.493093,697200,0
"Thousand Oaks, CA",678582,14133,2952,990,871,2003.073114,695400,665
"Genesee, CO",829625,89,164,15,83,1854.619579,694900,0
"Seven Hills, CO",869110,6,,,,,694000,0
"Temple City, CA",678148,4558,997,264,209,1516.957079,694000,191
"Hoboken, NJ",3432250,16942,1071,1909,827,2245.773604,693400,813
"Ojai, CA",653476,1423,311,58,71,1646.11115,693400,28
"Fort Hunt, VA",5129136,588,169,79,81,3462.541879,692900,6
"Altadena, CA",601290,4617,527,63,192,1608.989397,692800,13
"Castro Valley, CA",611964,6328,842,359,241,1679.299425,692300,298
"Livermore, CA",641992,9022,1802,1550,442,1922.906655,692000,190
"Kalaheo, HI",1524950,618,124,18,55,1652.743529,691700,0
"Newcastle, WA",5348645,912,522,44,29,1755.203019,691400,72
"Belmont, VA",5106275,166,57,0,23,,690900,0
"Bonsall, CA",607498,453,85,30,125,1711.540342,690800,11
"Crested Butte, CO",818310,323,153,52,115,1291.832216,690800,177
"Emigration Canyon, UT",4922875,67,24,0,0,1263.046778,690500,42
"Pismo Beach, CA",657414,1554,118,145,12,1638.187195,689900,50
"Union City, CA",681204,7713,1356,1050,226,2084.332504,688800,308
"Burbank, Los Angeles County, CA",608954,24368,2791,403,1201,1626.391204,688500,540
"Laguna Hills, CA",639220,2966,1067,110,211,2000.762175,688200,12
"Fountain Valley, CA",625380,5900,1231,325,169,1946.034005,688000,0
"Harlingen, NJ",3429940,0,,,,,687500,0
"Paia, HI",1560200,212,187,8,0,2291.69441,686900,22
"Anchor Bay, CA",602028,0,,,,,686800,0
"Demarest, NJ",3417530,158,122,11,38,,685700,0
"Chupadero, NM",3515300,3,,,,,685500,0
"Floris, VA",5128528,351,130,175,115,2955.848238,685300,0
"Bass Lake, CA",604198,0,,,,,684000,36
"Indian River Shores, FL",1233600,61,60,26,18,1074.748701,683400,99
"Siesta Key, FL",1266000,342,190,7,39,1425.2,682900,2509
"Greenville, DE",1031430,576,87,0,152,1375.804761,682000,0
"Wilmette, IL",1782075,1111,1012,112,153,1542.527186,680700,37
"Pelham, NY",3657001,805,170,0,15,1823.157243,680600,100
"Pleasant Hill, CA",657764,4610,1039,120,339,1985.999508,680500,111
"Solvang, CA",672576,766,429,0,49,1541.607742,680200,0
"Barnegat Light, NJ",3403130,30,0,0,0,1341.792265,679800,0
"Colma, CA",614736,210,19,53,0,1951.074727,679300,0
"San Juan Capistrano, CA",668028,3137,590,72,262,1982.132633,678200,1
"Castine, ME",2311230,35,30,54,12,1147.243427,677600,41
"Callender, CA",609948,355,28,0,0,1549.992271,677500,0
"Sea Cliff, NY",3666047,557,132,40,8,2180.367399,677400,36
"Summit Park, UT",4974095,412,279,71,66,1291.719955,676800,0
"Stevenson Ranch, CA",674130,1641,687,139,69,1889.8531,675300,102
"Ahuimanu, HI",1500400,283,94,0,274,1709.6,675000,0
"Cranbury, NJ",3415520,101,6,12,0,1404.900593,674900,0
"Healdsburg, CA",633056,1787,333,149,48,1655.808281,674600,0
"Angwin, CA",602168,350,147,29,53,1691.73448,674300,0
"Morada, CA",649180,200,31,0,61,809.2663162,673700,0
"Anchorage, KY",2101504,31,2,0,0,945.393882,672400,0
"Carpinteria, CA",611446,2431,150,115,70,1917.015017,671300,0
"Burr Ridge, IL",1709980,335,83,236,176,2200.903519,670600,0
"Marin City, CA",645820,942,22,66,0,1541.220543,669600,1
"Arlington, VA",5103000,61704,4601,6379,4775,1942.661485,669400,2834
"Fort Salonga, NY",3626946,142,142,11,54,1905.020455,669100,0
"Sunshine, CO",875585,0,,,,,668900,0
"Mission Viejo, CA",648256,7650,2811,739,922,2213.094383,668800,517
"Live Oak, Santa Cruz County, CA",641922,2692,459,39,131,1779.507828,668700,0
"Newark, CA",650916,4162,682,803,98,2126.617347,668700,92
"Ben Lomond, CA",605332,502,236,27,50,1781.27299,668500,19
"Mendocino, CA",646814,321,,,,1021.102429,668500,0
"Skyland, NV",3267600,30,,,,,668100,0
"West Falmouth, MA",2575960,40,11,0,21,1064.898475,668000,0
"Clear Lake, IN",1813438,28,2,0,0,705.128355,667300,3
"Rolling Fields, KY",2166486,0,24,0,0,,667000,0
"Burbank, Santa Clara County, CA",608968,1145,78,50,86,1495.335336,666700,32
"Ridgefield, CT",963900,868,208,0,313,1432.208319,666200,22
"Sugarloaf, CO",874980,97,,,,,666100,0
"Mililani Mauka, HI",1551000,1568,528,0,342,2299.485137,666000,34
"Irvington, NY",3637803,419,176,18,99,1548.4,664400,50
"Mason Neck, VA",5149998,72,68,50,26,1521.455247,664000,0
"Jamul, CA",637120,273,262,0,98,1642.439493,663800,0
"North Potomac, MD",2456875,1247,323,34,208,2099.01589,663300,25
"Soquel, CA",672688,1192,192,237,83,1674.637548,663100,1
"Sea Isle City, NJ",3466390,33,18,27,43,1424.908025,663000,281
"La Honda, CA",639318,118,9,78,26,1621.484421,662800,0
"Copper Mountain, CO",817150,92,,,,1366.256153,662500,0
"Popponesset, MA",2555070,0,,,,,662200,0
"Woodmere, NY",3682942,734,140,0,5,1909.483301,662100,48
"Haworth, NJ",3430540,39,6,0,95,,661300,0
"Marvin, NC",3741720,107,11,134,78,,661300,0
"Rivergrove, OR",4162250,6,1,0,0,1833.549974,661100,0
"Cerritos, CA",612552,3645,1255,686,80,2325.515955,660800,470
"Ko Olina, HI",1539400,297,53,0,4,3082.247328,660800,39
"Kaaawa, HI",1519550,129,22,0,61,1656.31963,660700,9
"Tall Timbers, MD",2476675,90,,,,1320.865554,660500,0
"Byram, CT",910660,921,25,0,44,1879.485668,660300,0
"San Gabriel, CA",667042,7091,1173,540,95,1409.202258,659500,180
"Lake Barcroft, VA",5143352,1098,402,11,106,1594.186586,659200,55
"Cape May, NJ",3410270,408,43,0,142,988.1726358,658400,843
"Interlaken, NJ",3434200,14,3,0,0,2338.002041,658400,5
"Edna, CA",621565,3,,,,,658300,23
"Poway, CA",658520,4213,1181,136,212,1528.607299,658200,118
"Peapack and Gladstone, NJ",3457300,162,30,29,138,1563.886703,658100,19
"Closter, NJ",3413810,462,70,50,98,2078.203109,658000,5
"Georgetown, CT",930540,232,32,32,0,2138.047697,657600,0
"New Seabury, MA",2545500,49,26,62,26,1684.717312,657600,0
"Long Grove, IL",1744524,13,78,32,173,2331.6,657200,0
"Cresskill, NJ",3415820,529,41,0,72,2479.712214,656300,61
"Mission Woods, KS",2047425,1,4,0,0,,656300,0
"Southlake, TX",4869032,711,474,186,496,1430.428571,656100,0
"Fairfax Station, VA",5126592,183,31,128,368,2357.396455,656000,0
"Hastings-on-Hudson, NY",3632710,582,200,43,49,1852.923254,655900,64
"Oxford, MD",2459450,127,0,0,0,1405.027714,655600,5
"Mendham, NJ",3445330,220,21,0,86,1377.645768,655400,37
"Jackson, WY",5640120,2806,173,113,216,1368.464827,655300,299
"Manasquan, NJ",3443050,303,199,99,0,1238.342989,654200,0
"Bainbridge Island, WA",5303736,2145,1007,455,232,1410.765597,653500,0
"River Hills, WI",5568325,20,12,73,0,1560.098499,653500,0
"Shavano Park, TX",4867268,75,56,0,10,2705.508456,653500,24
"Granite, UT",4930900,59,0,0,0,964.0421913,652900,0
"Mountain Village, CO",852550,503,0,0,0,787.0989599,652800,163
"Rancho Santa Margarita, CA",659587,5265,1407,397,704,1932.828248,652400,9
"Urban Honolulu, HI",1571550,71183,9660,563,5555,1469.778565,652200,5489
"Waialua, HI",1574000,416,81,4,10,1165.562044,651500,6
"Lido Beach, NY",3642279,153,67,9,62,3258.921527,651300,0
"Niwot, CO",853780,344,29,42,44,1103.381801,650400,0
"North Barrington, IL",1753455,25,150,15,41,1182.192308,649900,29
"Brookdale, CA",608478,181,125,12,0,714.7750146,649600,0
"Oak Hill, TN",4754780,41,126,24,26,1722.4,649000,0
"Orono, MN",2748580,154,223,9,24,1639.383356,649000,0
"Pearl City, HI",1562600,4397,970,63,578,1908.250507,649000,314
"South Beach, FL",1267192,99,93,12,112,,648000,189
"Viola, NY",3677574,986,225,0,26,1492.131911,648000,0
"Raleigh Hills, OR",4160900,1257,158,221,150,1163.790029,647900,36
"Lynnfield, MA",2537595,551,299,68,162,2125.770052,647200,52
"Kings Point, MT",3040725,51,,,,,647100,0
"Herricks, NY",3634198,46,24,4,0,,647000,0
"Rivanna, VA",5167331,49,66,12,73,,646900,0
"Tonka Bay, MN",2765164,69,26,0,0,1281.013439,646800,0
"Ashton-Sandy Spring, MD",2402762,357,60,0,159,1089.98392,645900,27
"Gotha, FL",1226900,68,78,0,0,,645800,0
"Minturn, CO",850920,150,11,0,4,1292.685929,645800,24
"Monsey, NY",3648010,2517,308,27,10,1460.600934,645800,29
